Orden;TPV;fecha;Creador;Estado;Negocio;Moneda;Precio;;
TPE-p-00000-04363;transfermovil;1 de octubre de 2022;jgonzalez1978;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04361;transfermovil;1 de octubre de 2022;isabelperezcuervo36;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04360;transfermovil;1 de octubre de 2022;evelynlorley;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04359;transfermovil;1 de octubre de 2022;iosbany.quintero;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04357;transfermovil;1 de octubre de 2022;kadiralvarez800;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04355;transfermovil;1 de octubre de 2022;saydelpineda2020;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04353;transfermovil;1 de octubre de 2022;delgadoflorinmercedes;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04351;transfermovil;1 de octubre de 2022;yarilennys83;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04349;transfermovil;1 de octubre de 2022;eberto.estrada;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04347;transfermovil;1 de octubre de 2022;emeurysc;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04346;transfermovil;1 de octubre de 2022;rosaliacampomaceo;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04344;transfermovil;1 de octubre de 2022;alexei71.perez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04343;transfermovil;1 de octubre de 2022;kenierjv;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04341;transfermovil;1 de octubre de 2022;arelid90;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04340;transfermovil;1 de octubre de 2022;felipe.salazar;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04338;transfermovil;1 de octubre de 2022;hadriar87;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04336;transfermovil;1 de octubre de 2022;noeliamar;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04334;transfermovil;1 de octubre de 2022;nelsy.mora.pena;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04331;transfermovil;1 de octubre de 2022;btaniaelvira;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04330;transfermovil;1 de octubre de 2022;abelramirezcaballero1996;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04329;transfermovil;1 de octubre de 2022;nolbertomayo86;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04328;transfermovil;1 de octubre de 2022;rafaeldejesusalvarezamado;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04327;transfermovil;1 de octubre de 2022;luisangelr894;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04325;transfermovil;1 de octubre de 2022;odelmis.vargas99;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04323;transfermovil;1 de octubre de 2022;reinathalia86;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04321;transfermovil;1 de octubre de 2022;martin.jodar;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04319;transfermovil;1 de octubre de 2022;ps.hermis7019;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04317;transfermovil;1 de octubre de 2022;cancerltu;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04315;transfermovil;1 de octubre de 2022;pedro.infante;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04313;transfermovil;1 de octubre de 2022;yannary150779;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04312;transfermovil;1 de octubre de 2022;yaspron;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04311;transfermovil;1 de octubre de 2022;ivon.cardoso0704;delivered;Tienda Virtual U…;CUP;237.1;;
TPE-p-00000-04309;transfermovil;1 de octubre de 2022;yantadieguezalejandro;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04307;transfermovil;1 de octubre de 2022;helenqa;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04305;transfermovil;1 de octubre de 2022;mayegarcia8208;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04304;transfermovil;1 de octubre de 2022;lazarofernandezford;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04303;transfermovil;1 de octubre de 2022;raulcacerestray;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04302;transfermovil;1 de octubre de 2022;beatrizguerra151;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04301;transfermovil;1 de octubre de 2022;belloclaudia672;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04299;transfermovil;1 de octubre de 2022;madelin77;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04297;transfermovil;1 de octubre de 2022;ariguerraleyva;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04294;transfermovil;1 de octubre de 2022;katia762804;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04293;transfermovil;1 de octubre de 2022;yoerlin2017;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04292;transfermovil;1 de octubre de 2022;lichac;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04291;transfermovil;1 de octubre de 2022;raulenriquelimavalcarcel;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04289;transfermovil;1 de octubre de 2022;yanarachavezalarcon;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04287;transfermovil;1 de octubre de 2022;rleyvaaguero;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04285;transfermovil;1 de octubre de 2022;diannegp;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04284;transfermovil;1 de octubre de 2022;lujar;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04282;transfermovil;1 de octubre de 2022;odalisloper;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04280;transfermovil;1 de octubre de 2022;rosayanet74;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04279;transfermovil;1 de octubre de 2022;mailinps1987;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04278;transfermovil;1 de octubre de 2022;macosth.87;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-04274;transfermovil;1 de octubre de 2022;denia466;delivered;Tienda Virtual U...;CUP;237.1;;
Total;;;;;;;;;
