Orden;TPV;fecha;Creador;Estado;Negocio;Moneda;Precio
TPE-p-00000-07872;transfermovil;1 de noviembre de 2022;matzuzak;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07871;transfermovil;1 de noviembre de 2022;mayelinecamejo72;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07869;transfermovil;1 de noviembre de 2022;pipourquizagonzalez;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07866;transfermovil;1 de noviembre de 2022;martin.jodar;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07864;transfermovil;1 de noviembre de 2022;arigleyva95;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07863;transfermovil;1 de noviembre de 2022;lis.25;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07862;transfermovil;1 de noviembre de 2022;yusleydiscl;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07860;transfermovil;1 de noviembre de 2022;ramon7409;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07858;transfermovil;1 de noviembre de 2022;zenia8010;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07856;transfermovil;1 de noviembre de 2022;maylui1959;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07855;transfermovil;1 de noviembre de 2022;chaveslisbeth9;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07853;transfermovil;1 de noviembre de 2022;beaton112;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07852;transfermovil;1 de noviembre de 2022;annierojaslopez0218;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07849;transfermovil;1 de noviembre de 2022;yudy9802;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07850;transfermovil;1 de noviembre de 2022;yoelbis970207;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07848;transfermovil;1 de noviembre de 2022;diannegp;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07847;transfermovil;1 de noviembre de 2022;dayanacorrales26;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07846;transfermovil;1 de noviembre de 2022;juliofn;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07844;transfermovil;1 de noviembre de 2022;georginagarciamediavilla;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07842;transfermovil;1 de noviembre de 2022;karegm8;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07838;transfermovil;1 de noviembre de 2022;oplopez18;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07837;transfermovil;1 de noviembre de 2022;abdel7411;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07836;transfermovil;1 de noviembre de 2022;raymar2908;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07834;transfermovil;1 de noviembre de 2022;teresaoro0529;delivered;Tienda Virtual U...;CUP;237.11
Total;;;;;;;261213.39
